,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country
18093,42,4,303155,7,0,1,1,4,0,0,40,39
18094,20,0,41035,15,4,0,3,4,0,0,20,39
18095,68,4,159191,15,4,1,1,4,0,0,40,39
18096,22,2,244408,15,4,1,1,1,0,0,40,40
18097,72,6,473748,11,2,12,0,4,0,0,30,39
18098,45,1,71823,15,2,1,0,2,0,0,20,39
18099,30,2,83066,11,2,8,0,2,0,0,40,39
18100,33,4,150154,11,2,3,0,4,0,0,40,39
18101,43,4,190786,11,2,8,0,4,0,0,40,39
18102,56,4,178033,15,6,4,1,4,4416,0,60,39
18103,25,6,159909,8,2,5,0,4,0,0,40,39
18104,41,4,190885,11,0,9,1,4,0,0,40,13
18105,25,4,243786,9,4,8,1,4,0,0,37,39
18106,31,7,124020,7,2,13,0,4,0,0,40,39
18107,36,4,159016,11,2,7,0,4,0,0,38,39
18108,37,4,183800,9,2,4,0,4,0,0,40,39
18109,58,6,193434,11,2,3,0,4,0,0,20,39
18110,26,4,245029,9,4,1,1,2,0,0,40,39
18111,55,4,98746,15,2,13,0,4,0,0,50,2
18112,46,1,140664,15,2,4,0,4,0,0,48,39
18113,44,4,344920,9,4,1,1,4,0,1617,20,39
18114,44,4,169980,1,2,8,0,2,0,0,60,39
18115,28,7,155397,9,4,4,1,4,0,0,55,39
18116,42,4,245317,0,2,14,0,4,0,0,50,39
18117,41,4,74182,11,0,3,1,4,0,0,40,39
18118,39,4,280570,9,2,4,0,4,0,0,45,39
18119,64,6,30664,8,2,5,0,4,0,0,30,39
18120,20,4,109952,15,4,6,3,4,0,0,25,39
18121,45,2,192793,15,2,11,0,4,0,0,40,39
18122,31,4,243442,11,2,1,0,4,0,0,50,39
18123,36,1,106297,12,2,4,0,4,0,0,40,39
18124,32,4,328060,6,5,8,4,3,0,0,40,26
18125,33,6,48702,8,2,5,0,4,0,0,65,39
18126,51,6,111283,11,0,4,1,4,99999,0,35,39
18127,36,4,484024,11,0,7,4,4,0,0,40,39
18128,40,4,208470,11,4,3,1,4,0,0,40,39
18129,44,4,172032,8,2,1,0,4,7298,0,51,39
18130,40,4,29927,11,0,1,4,4,0,0,45,9
18131,46,4,98012,8,0,1,1,4,0,0,40,39
18132,31,6,108468,14,2,10,0,4,0,0,60,39
18133,30,4,207301,11,4,12,1,4,0,1980,40,39
18134,26,4,168403,11,2,6,0,4,0,0,40,39
18135,25,4,66935,9,4,8,2,4,0,0,40,39
18136,35,6,42044,7,2,3,0,4,0,0,40,39
18137,29,4,184806,14,4,10,2,4,0,0,50,39
18138,39,4,1455435,7,5,3,1,4,0,0,40,39
18139,44,6,445382,15,0,8,4,4,0,0,40,39
18140,37,4,278576,11,2,7,0,4,0,0,60,39
18141,79,6,84979,8,2,12,0,4,0,0,20,39
18142,36,4,659504,9,2,4,0,2,0,0,45,39
18143,44,4,136986,15,2,3,0,4,0,0,60,39
18144,23,4,278107,11,2,7,0,4,0,1573,30,39
18145,27,4,96219,9,4,1,1,4,0,0,45,39
18146,46,6,131091,9,2,12,0,4,0,1902,40,39
18147,58,4,205410,11,2,3,0,4,0,0,40,39
18148,36,4,416745,7,0,4,1,4,0,0,48,39
18149,36,4,180667,11,2,3,0,4,0,1887,60,39
18150,21,4,72119,15,4,1,1,4,0,0,45,39
18151,41,7,108945,11,4,14,1,4,14344,0,40,39
18152,49,1,195949,11,2,7,0,4,0,0,40,39
18153,34,4,101345,9,2,12,5,4,0,0,40,39
18154,29,4,439263,11,2,11,0,4,0,0,35,29
18155,63,4,213095,9,2,4,0,4,0,0,50,39
18156,29,1,59932,9,4,10,1,4,0,0,40,39
18157,65,4,172815,15,2,5,0,4,0,0,40,39
18158,26,4,40915,9,4,8,1,4,0,0,25,39
18159,42,4,139012,10,2,10,0,1,0,0,40,36
18160,44,4,121781,15,0,1,1,1,0,0,37,39
18161,51,0,130667,11,5,0,1,2,0,0,6,39
18162,41,6,147110,11,2,7,0,4,0,0,25,39
18163,22,2,237811,7,4,1,3,2,0,0,35,14
18164,36,0,128640,15,2,0,5,4,0,0,25,39
18165,18,4,111476,1,4,6,3,4,0,0,40,39
18166,33,2,289716,0,2,14,0,4,0,0,40,39
18167,46,2,141944,9,2,10,0,4,0,0,38,39
18168,49,4,323773,1,2,9,2,4,0,0,40,39
18169,41,7,176663,11,2,1,5,4,0,0,40,39
18170,52,4,155233,15,0,1,4,4,0,0,40,39
18171,40,4,143327,15,5,6,1,4,0,0,40,39
18172,53,1,177212,15,4,10,4,4,0,0,40,39
18173,45,6,123088,11,2,3,0,4,0,0,50,39
18174,30,2,47085,0,2,3,0,4,0,0,40,39
18175,56,4,102106,11,2,6,0,4,0,0,40,39
18176,24,4,235894,11,2,3,0,4,0,0,40,39
18177,71,6,172046,5,2,5,0,4,0,0,50,39
18178,20,6,197207,11,0,12,1,4,0,0,30,39
18179,26,4,152452,9,2,13,0,4,0,0,50,39
18180,34,4,172928,11,2,12,0,4,0,0,65,39
18181,36,0,214896,6,0,0,4,4,0,0,40,26
18182,49,4,116338,11,5,10,4,4,0,653,60,39
18183,48,4,276664,10,2,10,0,4,0,1902,50,39
18184,22,4,59924,11,4,8,3,4,0,0,40,39
18185,30,4,194141,15,0,7,1,4,0,1617,40,39
18186,51,4,95128,11,0,3,1,4,0,0,40,39
18187,46,4,292504,15,3,12,4,4,0,0,40,39
18188,32,5,45796,11,2,4,0,4,0,0,45,39
18189,42,4,119359,14,2,12,5,0,15024,0,40,35
18190,52,7,104280,15,2,13,0,4,0,0,50,39
18191,57,4,172291,11,0,1,2,2,0,0,40,39
18192,35,4,180988,15,0,1,4,4,0,0,39,39
18193,52,4,110748,12,2,10,0,4,0,0,50,39
18194,59,0,556688,6,0,0,1,4,0,0,12,39
18195,36,4,22494,15,0,4,4,4,0,0,40,39
18196,33,4,267859,15,2,4,0,4,0,0,40,5
18197,67,2,256821,11,0,11,1,2,0,0,20,39
18198,31,6,117346,15,2,12,0,4,0,0,48,39
18199,31,4,62374,11,2,10,0,4,0,0,50,39
18200,28,4,314659,15,4,7,1,4,0,0,42,39
18201,72,0,114761,5,6,0,4,4,0,0,20,39
18202,36,4,93225,11,0,3,1,4,0,0,40,39
18203,58,6,165315,11,2,12,0,4,0,0,35,39
18204,56,4,124771,11,2,7,0,4,0,0,40,39
18205,35,4,27408,15,4,12,1,4,0,0,40,39
18206,37,4,198841,8,2,3,0,4,0,0,40,39
18207,44,4,271792,9,3,4,4,4,0,0,40,39
18208,26,4,64289,11,4,5,3,4,0,0,40,39
18209,51,4,183390,11,2,14,0,4,0,0,40,39
18210,31,4,240771,15,2,3,0,4,4386,0,50,39
18211,30,4,234919,15,4,12,3,4,0,0,40,8
18212,20,4,88231,15,4,1,1,4,0,0,40,39
18213,21,4,154422,15,4,1,3,1,0,0,40,39
18214,37,4,119098,9,2,10,0,4,0,0,50,39
18215,53,7,151580,8,2,10,0,4,4386,0,40,39
18216,54,4,118793,11,2,1,0,4,0,0,45,39
18217,32,0,30499,9,0,0,4,4,0,0,32,39
18218,34,0,166545,15,2,0,5,4,7688,0,6,39
18219,30,4,271710,9,2,12,0,4,7298,0,50,39
18220,43,7,308498,11,3,4,4,4,0,0,40,39
18221,48,4,172695,8,0,8,3,4,0,0,40,39
18222,42,6,29962,9,2,12,0,4,0,0,48,39
18223,62,4,200332,11,2,7,0,4,0,0,40,39
18224,31,4,291702,11,2,3,0,4,0,0,40,39
18225,22,4,67234,11,4,12,1,4,0,0,60,39
18226,45,4,168038,9,2,4,0,4,0,0,32,39
18227,34,4,137814,15,5,12,1,4,0,0,45,39
18228,64,4,126233,11,2,4,0,4,0,0,20,39
18229,42,6,79036,9,2,5,0,4,0,0,65,39
18230,60,6,327474,11,2,12,0,4,0,0,70,39
18231,44,4,145160,11,4,3,2,4,0,0,58,39
18232,67,0,37092,5,2,0,0,4,0,0,4,39
18233,45,4,129387,7,0,13,4,4,0,0,40,0
18234,53,6,33304,14,2,10,0,4,0,0,38,39
18235,37,4,359001,8,2,14,0,4,15024,0,50,39
18236,32,0,143162,0,2,0,5,4,0,0,40,39
18237,23,4,133515,11,4,8,1,4,0,0,35,39
18238,28,4,168901,9,2,10,0,1,0,0,40,36
18239,55,4,750972,5,2,3,0,4,0,0,41,39
18240,58,4,142924,12,4,1,1,4,0,0,24,39
18241,74,5,228075,15,2,4,0,4,20051,0,25,39
18242,27,4,91189,11,4,1,3,4,0,0,40,39
18243,37,4,290609,11,0,1,4,2,0,0,40,39
18244,22,0,31102,15,4,0,3,1,0,0,4,35
18245,44,6,216921,0,2,8,0,4,0,0,70,39
18246,23,4,120046,7,4,1,3,4,0,0,40,39
18247,41,4,324629,9,2,4,0,4,0,0,40,41
18248,45,4,81132,15,2,13,0,1,0,0,55,39
18249,29,4,160279,11,0,7,4,4,0,0,40,39
18250,33,4,229732,9,4,12,1,4,0,0,45,39
18251,61,2,144723,12,2,4,0,4,7298,0,60,39
18252,29,4,148431,7,2,12,5,3,7688,0,45,39
18253,22,4,160398,15,4,12,2,4,0,0,38,39
18254,28,4,129460,6,4,3,1,4,0,0,40,8
18255,30,4,252752,9,2,10,5,4,0,0,40,39
18256,20,4,58222,15,4,6,3,4,0,0,20,39
18257,28,0,424884,0,5,0,1,4,0,0,30,39
18258,45,4,114459,11,2,3,0,4,0,0,50,39
18259,19,0,46400,15,4,0,1,4,0,0,24,39
18260,42,4,223934,7,0,4,4,4,0,0,40,39
18261,34,4,84119,11,4,3,3,4,0,0,40,39
18262,31,4,159123,9,2,10,0,4,0,0,60,39
18263,23,4,195532,9,4,4,3,4,0,0,40,39
18264,50,4,191299,11,2,3,0,4,0,0,50,39
18265,40,4,198316,0,2,4,0,4,0,0,40,39
18266,57,4,162301,11,0,1,1,4,0,0,45,39
18267,35,4,143152,15,2,1,5,4,3908,0,27,39
18268,24,4,92609,9,4,4,3,4,0,0,45,39
18269,27,4,247819,15,4,1,1,4,0,0,15,39
18270,27,2,229223,15,4,11,3,4,0,0,40,39
18271,45,5,142719,11,2,12,0,4,0,0,40,39
18272,80,4,86111,10,2,10,0,4,0,0,30,39
18273,23,7,35633,15,4,8,1,4,0,0,50,39
18274,46,4,164749,15,2,4,0,4,0,0,40,39
18275,38,4,607848,9,2,12,0,4,0,0,40,39
18276,50,4,173630,11,0,12,1,4,0,0,60,39
18277,90,4,311184,9,2,12,0,4,0,0,20,0
18278,55,4,49737,15,2,12,0,4,0,0,50,39
18279,72,4,183616,11,2,4,5,4,0,0,50,9
18280,65,4,129426,15,6,1,1,4,0,0,40,39
18281,37,4,454915,0,0,3,1,4,0,0,40,39
18282,39,7,55568,11,2,1,5,4,0,0,40,39
18283,38,4,29874,8,2,3,0,4,0,0,40,39
18284,46,4,393715,15,2,4,0,4,15024,0,50,39
18285,50,4,143953,11,2,12,0,4,0,0,65,39
18286,54,4,90363,7,2,4,0,4,0,0,40,39
18287,40,4,53727,12,4,12,1,4,0,0,50,39
18288,30,4,130021,5,2,3,0,4,2829,0,40,39
18289,50,4,173630,11,2,5,0,4,0,0,35,39
18290,28,4,410351,15,4,3,1,4,0,0,30,39
18291,34,4,399386,8,2,3,0,4,0,0,53,39
18292,55,4,157932,11,0,6,1,4,0,0,40,39
18293,20,4,133061,11,4,6,3,4,0,0,40,39
18294,19,0,46400,15,4,0,1,4,0,0,32,39
18295,21,4,107895,15,4,1,1,4,0,0,35,39
18296,39,4,63021,15,0,8,1,4,0,0,20,39
18297,43,4,186144,11,2,3,0,4,0,0,40,39
18298,33,2,27959,11,4,8,4,0,0,0,40,39
18299,26,4,179569,15,4,1,1,4,0,0,40,39
18300,45,7,101299,10,2,10,0,4,0,0,40,39
18301,31,7,113129,15,4,8,3,4,0,0,65,39
18302,32,4,316470,4,2,3,0,4,0,0,60,26
18303,60,6,89884,11,2,12,0,4,0,0,50,39
18304,41,4,32121,11,2,7,0,4,0,0,40,39
18305,21,4,315303,15,4,8,3,2,0,0,20,39
18306,27,4,254500,15,0,1,4,2,0,0,36,39
18307,33,4,419895,4,0,6,4,4,0,0,40,26
18308,43,4,159549,11,2,3,0,4,0,0,40,39
18309,27,4,160786,1,2,3,0,4,0,1902,40,39
18310,18,6,258474,0,4,5,3,4,0,0,40,39
18311,48,6,370119,15,2,4,0,4,0,0,40,39
18312,37,4,50837,5,0,4,1,4,0,0,50,39
18313,58,4,137506,11,2,7,0,4,0,0,40,39
18314,57,4,548256,2,2,14,0,2,7688,0,40,39
18315,42,2,175642,9,4,1,1,4,99999,0,40,39
18316,24,4,183594,11,4,1,2,4,0,0,40,39
18317,26,4,341353,9,4,8,2,4,0,0,15,39
18318,43,5,247981,11,0,3,4,4,5455,0,50,39
18319,34,4,193565,1,2,3,0,4,0,0,40,39
18320,38,4,39606,9,2,4,5,4,0,0,40,39
18321,51,6,127149,1,2,5,0,4,0,0,45,39
18322,31,0,233371,11,2,0,5,2,0,0,45,39
18323,49,6,182752,10,2,10,5,4,0,0,35,39
18324,26,4,269060,9,4,1,3,4,0,0,40,39
18325,28,4,179949,11,0,14,4,2,0,0,20,39
18326,22,1,32950,15,2,12,0,4,0,1902,37,39
18327,26,4,160445,11,0,3,1,4,0,0,40,39
18328,45,4,223999,6,2,8,0,4,0,1848,40,39
18329,39,4,81487,15,0,4,4,4,0,625,40,39
18330,23,4,314539,11,2,12,0,4,0,0,40,39
18331,62,0,337721,11,2,0,0,4,0,0,8,39
18332,42,2,100793,9,2,10,0,4,0,0,60,39
18333,39,1,255407,11,2,3,0,4,0,0,40,39
18334,43,1,92775,8,0,3,1,4,0,0,40,39
18335,33,6,33308,15,4,5,1,4,0,0,70,39
18336,68,7,493363,9,2,4,0,4,0,0,20,39
18337,30,0,159589,12,2,0,0,4,0,0,46,39
18338,32,4,107218,9,4,1,1,1,0,0,40,39
18339,25,4,123586,15,4,1,4,3,0,0,40,39
18340,53,4,158352,4,2,8,2,4,0,0,24,22
18341,38,4,76317,8,2,4,0,4,0,0,55,39
18342,62,0,176753,11,2,0,0,4,0,0,40,39
18343,20,4,122346,11,4,7,3,4,0,0,40,39
18344,26,4,463194,11,2,3,0,4,0,0,40,39
18345,23,4,162228,11,4,14,3,4,0,0,40,39
18346,43,7,115005,11,0,13,1,4,0,0,40,39
18347,29,7,183285,15,4,11,1,4,0,0,36,39
18348,34,4,169605,0,5,8,4,4,0,0,36,39
18349,24,4,450695,15,4,12,3,4,0,0,35,39
18350,44,2,124692,12,2,10,0,4,0,0,35,39
18351,19,4,63918,15,4,1,1,4,0,0,40,39
18352,47,4,102569,9,2,1,0,4,0,0,40,39
18353,40,4,289309,15,0,8,1,4,0,0,48,39
18354,45,4,101825,11,6,12,4,4,0,0,45,39
18355,43,4,206833,11,5,6,4,2,0,0,45,39
18356,22,0,77873,6,4,0,1,4,0,0,30,39
18357,50,4,145333,10,0,10,2,4,10520,0,50,39
18358,72,0,194548,15,3,0,1,4,0,0,3,39
18359,29,4,206351,9,4,10,1,4,0,0,40,39
18360,47,4,198200,9,4,4,1,4,0,0,50,39
18361,24,4,140001,11,4,12,3,4,0,0,35,8
18362,22,0,287988,15,4,0,1,4,0,0,15,39
18363,21,4,143604,11,4,1,3,4,0,0,40,39
18364,30,6,146161,11,2,4,0,4,0,1887,50,39
18365,37,4,196529,15,6,8,1,4,2354,0,40,0
18366,74,6,192413,14,0,10,2,4,0,0,40,39
18367,70,6,139889,15,2,5,0,4,2653,0,70,39
18368,27,4,104917,8,2,3,0,4,0,0,40,39
18369,32,2,161478,9,0,1,4,1,0,0,46,39
18370,30,4,35644,1,2,6,0,4,0,0,50,39
18371,29,2,116751,8,0,11,4,4,0,0,56,39
18372,18,4,238867,1,4,6,3,4,0,1602,40,39
18373,31,4,265706,11,2,3,0,4,7298,0,40,39
18374,39,7,179668,15,2,11,0,4,0,0,70,39
18375,21,4,57951,15,4,8,3,4,0,0,30,39
18376,31,4,176711,11,2,14,0,4,0,0,38,39
18377,33,2,368675,15,2,11,0,4,0,0,40,39
18378,39,4,216149,14,0,10,1,4,0,0,70,39
18379,29,4,173851,11,2,3,0,4,0,0,40,39
18380,34,4,90705,15,2,13,0,4,0,1485,40,39
18381,52,7,216342,9,6,4,4,4,0,0,55,39
18382,35,4,140752,11,4,12,1,4,0,0,25,39
18383,33,4,116508,0,2,3,0,4,0,0,40,39
18384,40,0,224361,6,0,0,4,4,0,0,5,5
18385,43,4,180303,9,2,4,0,1,0,0,50,39
18386,66,0,196736,3,4,0,1,2,0,0,30,39
18387,51,2,110327,9,2,4,0,4,0,0,40,39
18388,36,4,185607,11,4,8,4,4,0,0,30,39
18389,17,2,244856,1,4,10,3,4,0,0,40,39
18390,32,4,198068,11,2,3,0,4,0,0,40,39
18391,39,4,97136,11,4,7,4,2,0,0,40,39
18392,19,5,164658,15,4,5,3,4,0,0,60,39
18393,54,4,235693,1,0,1,1,4,0,0,40,39
18394,45,4,197038,9,0,10,1,4,0,0,50,39
18395,47,2,97419,9,0,10,1,2,0,0,40,39
18396,49,6,208872,11,2,5,0,4,0,1672,98,39
18397,32,4,205528,11,0,1,4,4,0,0,40,39
18398,28,5,146042,11,2,3,0,4,0,0,50,39
18399,39,5,222641,9,2,12,0,4,0,0,40,39
18400,27,5,376936,11,4,12,1,4,0,0,50,39
18401,42,2,138077,12,2,10,5,4,0,0,38,39
18402,24,4,155913,9,2,10,0,4,0,0,44,39
18403,45,4,36006,9,2,3,0,4,0,0,45,39
18404,19,4,214678,11,4,8,3,4,0,0,30,39
18405,46,4,369538,0,2,14,0,4,0,0,40,39
18406,50,4,166565,11,2,14,0,4,0,0,40,39
18407,32,4,257043,11,4,1,1,4,0,0,42,39
18408,47,5,181130,14,2,10,0,4,99999,0,50,39
18409,69,0,254834,9,2,0,0,4,10605,0,10,39
18410,43,6,38876,11,2,5,0,4,0,0,50,39
18411,29,4,187073,9,4,3,1,4,0,0,40,39
18412,43,1,156996,14,2,10,0,1,0,2415,55,0
18413,90,4,313749,9,4,10,3,4,0,0,10,39
18414,41,4,331651,14,2,4,5,4,0,0,50,24
18415,24,4,243368,13,4,5,1,4,0,0,36,26
18416,24,4,32921,15,4,5,3,4,0,0,50,39
18417,24,4,117167,15,4,8,1,4,0,0,53,39
18418,35,4,401930,11,2,1,5,4,0,1887,42,39
18419,30,4,114691,9,4,1,2,4,0,0,40,39
18420,46,4,99385,9,5,4,4,4,0,0,40,39
18421,19,2,210308,15,4,1,3,4,0,1721,30,39
18422,39,4,252327,6,5,3,3,4,0,0,35,26
18423,43,4,90582,11,2,14,0,4,0,0,40,39
18424,35,4,190194,11,4,1,1,4,0,0,40,39
18425,65,4,264188,11,6,12,1,4,0,0,24,39
18426,34,4,243776,11,0,3,4,4,0,0,40,39
18427,41,4,67065,8,2,12,0,4,0,0,40,39
18428,24,6,204209,15,4,5,3,4,0,0,60,39
18429,24,4,226668,11,4,8,1,0,0,0,35,39
18430,34,5,174215,12,4,4,1,4,4787,0,45,10
18431,33,4,315143,11,2,12,0,4,0,0,40,5
18432,37,4,118681,11,4,7,1,4,0,0,38,33
18433,39,6,208109,11,2,14,0,4,0,0,60,39
18434,58,4,116901,11,0,8,4,4,0,0,25,39
18435,36,6,405644,11,2,3,0,4,0,0,35,26
18436,33,1,293550,15,2,13,5,4,4064,0,40,39
18437,42,2,328581,12,2,10,0,4,0,0,55,39
18438,31,4,217962,15,4,11,2,2,0,0,40,0
18439,57,4,158827,11,5,3,4,4,0,0,40,39
18440,67,1,65475,11,2,13,0,4,0,0,40,39
18441,23,4,159709,11,0,3,1,4,0,0,40,39
18442,35,4,140474,15,2,10,0,0,0,0,40,39
18443,43,4,144778,9,2,10,0,4,0,0,55,22
18444,39,6,83242,15,2,5,0,4,0,0,60,39
18445,36,4,143385,11,4,3,1,4,0,0,40,39
18446,29,2,167544,7,0,8,4,4,0,0,13,39
18447,25,4,122175,11,4,6,3,4,0,0,40,39
18448,54,4,378747,0,5,14,4,2,0,0,45,39
18449,24,4,230475,11,2,3,0,4,0,0,44,39
18450,50,5,120781,9,2,12,0,1,0,0,60,35
18451,70,4,206232,0,2,7,0,4,0,0,50,39
18452,61,4,298400,9,0,12,1,2,4787,0,48,39
18453,51,1,163671,9,2,4,0,4,0,1902,40,39
18454,38,6,140583,12,2,5,0,4,0,0,70,39
18455,51,4,137253,11,0,10,4,4,0,0,40,39
18456,28,4,246974,11,4,8,1,4,0,0,40,39
18457,66,6,182470,14,2,10,0,4,0,0,25,39
18458,57,5,107617,11,5,5,1,4,0,0,60,39
18459,44,5,116358,9,2,12,0,1,0,0,50,0
18460,29,4,250819,15,4,1,1,4,0,0,40,39
18461,21,4,196508,15,4,12,3,2,0,0,40,39
18462,42,4,367533,0,2,3,3,3,0,0,43,39
18463,74,4,188709,14,2,10,0,4,99999,0,50,39
18464,50,4,271160,15,0,12,1,4,0,0,40,39
18465,65,4,173674,11,0,8,2,4,0,0,14,39
18466,64,0,257790,11,0,0,4,4,0,0,38,39
18467,44,4,322391,1,5,8,4,2,0,0,30,39
18468,34,4,209691,8,2,10,0,4,4386,0,50,39
18469,17,4,104232,0,4,8,3,4,0,0,10,39
18470,17,0,86786,0,4,0,3,4,0,0,40,39
18471,43,4,88233,15,2,14,0,4,0,0,60,39
18472,32,4,240888,7,0,1,4,4,0,0,40,39
18473,54,4,169719,9,2,12,0,4,3103,0,40,39
18474,20,4,129240,15,4,1,3,4,0,0,20,39
18475,23,4,160968,15,4,10,3,4,0,0,10,39
18476,34,4,236861,11,2,8,0,4,0,0,45,39
18477,30,4,109282,15,4,12,3,4,0,0,20,39
18478,32,4,215047,5,2,7,0,4,0,0,40,39
18479,40,4,115932,9,2,10,0,4,0,0,60,21
18480,28,4,55360,15,4,3,1,2,0,0,40,39
18481,44,4,224658,11,2,3,0,4,0,0,45,39
18482,29,2,376302,8,2,13,5,4,0,0,35,27
18483,28,4,183597,10,4,10,1,4,594,0,50,11
18484,37,4,115289,15,2,4,0,4,0,0,40,39
18485,56,5,258883,15,2,3,0,4,0,0,40,39
18486,27,4,69132,9,4,10,1,4,0,0,40,39
18487,34,4,207301,11,0,7,4,4,0,0,20,39
18488,37,4,179671,11,0,3,1,4,0,0,40,39
18489,66,6,140456,9,2,12,0,4,0,0,40,39
18490,19,4,327397,11,4,10,3,4,0,0,30,39
18491,60,4,200235,8,0,10,4,4,0,0,40,39
18492,54,6,108435,15,2,14,0,4,2829,0,30,39
18493,47,4,195978,11,2,3,0,4,0,0,40,39
18494,47,4,329144,15,0,10,1,4,0,0,48,39
18495,48,5,250674,8,2,3,0,4,0,0,60,39
18496,57,0,176897,11,2,0,0,4,0,0,60,39
18497,50,5,132716,15,2,4,0,4,0,0,50,11
18498,62,4,174201,6,6,8,4,2,0,0,25,39
18499,45,4,167617,15,2,8,0,4,0,0,40,39
18500,55,2,254949,11,2,6,0,4,0,0,40,39
18501,62,4,319582,11,6,12,1,4,0,0,32,39
18502,25,4,248990,0,2,7,0,4,0,0,40,13
18503,49,4,144396,1,0,4,1,4,0,0,38,39
18504,32,7,200469,15,4,11,4,2,3887,0,40,39
18505,25,1,55636,11,4,6,1,0,0,0,40,39
18506,39,4,185624,15,2,7,0,4,0,0,50,39
18507,27,2,125442,15,2,4,0,4,0,0,50,39
18508,43,4,160943,11,2,8,0,2,0,0,40,39
18509,30,4,243841,11,0,8,2,1,0,0,40,35
18510,21,4,34616,15,4,12,3,4,0,0,20,39
18511,33,4,235847,14,2,4,5,4,0,0,40,39
18512,33,4,174789,15,4,1,1,4,0,0,50,39
18513,33,4,280111,1,4,1,4,2,0,0,38,39
18514,70,4,236055,5,6,8,1,4,0,0,35,39
18515,25,4,237865,15,4,8,3,2,0,0,42,39
18516,17,4,194612,1,4,8,3,4,0,0,25,39
18517,20,4,173851,15,4,5,3,4,0,0,40,39
18518,19,4,372483,15,4,8,2,2,0,0,35,39
18519,71,1,422149,15,2,4,0,4,20051,0,40,39
18520,31,4,174201,7,2,4,0,4,0,0,40,39
18521,26,4,272618,9,2,12,0,4,0,0,55,39
18522,52,4,74660,12,2,4,0,4,0,0,40,39
18523,26,4,201481,9,4,4,1,4,0,0,40,39
18524,38,4,175232,11,0,7,1,4,0,0,45,39
18525,25,4,336440,15,4,8,1,4,0,0,40,39
18526,22,4,46645,9,4,10,1,4,0,0,9,39
18527,48,7,31141,15,2,11,0,4,0,1902,40,39
18528,53,4,281425,11,2,3,0,4,0,0,40,39
18529,30,6,31510,7,0,3,1,4,0,0,50,39
18530,44,4,310255,15,2,3,0,4,0,0,60,39
18531,32,1,82393,9,2,10,0,1,0,0,56,39
18532,59,6,190514,1,2,3,0,4,0,0,20,39
18533,49,4,165513,15,0,6,4,2,0,0,40,39
18534,65,0,178931,11,2,0,0,0,3818,0,40,39
18535,31,4,226696,11,4,3,1,4,0,0,50,39
18536,53,4,195813,4,2,3,0,3,5178,0,40,33
18537,44,4,165815,6,4,7,1,4,0,0,40,39
18538,36,4,123983,9,2,10,0,1,0,0,55,24
18539,36,4,235371,11,4,12,1,4,0,0,40,39
18540,37,4,147258,6,2,7,0,4,0,0,50,39
18541,63,0,222289,9,2,0,0,4,7688,0,54,39
18542,67,5,171564,11,2,10,5,4,20051,0,30,9
18543,29,4,255949,9,4,12,4,2,0,0,40,39
18544,52,4,186272,11,0,12,1,4,0,0,40,39
18545,37,4,282872,11,2,3,0,4,0,1628,40,39
18546,21,4,111676,15,4,8,1,4,0,0,40,39
18547,36,4,199501,15,0,4,4,2,0,0,38,39
18548,24,4,151443,11,4,7,2,2,0,0,30,39
18549,31,4,145935,11,4,4,3,2,0,0,40,39
18550,54,1,230387,11,6,1,4,4,0,0,35,39
18551,44,4,127592,9,2,13,0,4,0,0,40,39
18552,18,4,210828,15,4,6,3,3,0,0,30,39
18553,41,4,297186,11,2,14,5,4,0,0,40,39
18554,37,5,116554,12,0,4,1,4,0,0,70,39
18555,30,4,144593,11,4,8,1,2,0,0,40,0
18556,26,7,147719,9,4,10,1,1,0,0,20,19
18557,68,6,89011,10,2,10,0,4,0,0,50,2
18558,31,4,38158,15,2,12,0,4,0,0,40,39
18559,48,4,178686,11,0,3,1,4,0,0,40,39
18560,80,0,172826,11,2,0,0,4,0,0,8,39
18561,26,4,155752,15,2,7,0,2,0,0,40,39
18562,63,4,100099,6,2,14,0,4,0,0,40,39
18563,19,4,231688,15,4,7,3,4,0,0,20,39
18564,30,0,147215,15,4,0,3,4,0,0,30,39
18565,42,5,50122,11,2,12,0,4,0,0,60,39
18566,64,1,86837,7,2,8,0,1,0,0,40,39
18567,32,4,113364,9,4,14,1,4,0,0,40,39
18568,50,4,289390,11,2,3,0,4,0,0,47,39
18569,73,4,77884,11,2,5,0,1,0,0,40,30
18570,32,4,390157,9,4,10,1,2,0,0,40,39
18571,53,4,89587,15,2,14,0,4,7298,0,45,39
18572,58,4,234328,9,0,12,1,4,0,0,40,39
18573,37,2,365430,15,2,3,0,4,5178,0,40,39
18574,24,4,410439,15,4,3,3,4,0,0,15,39
18575,53,4,129525,9,2,4,0,4,0,0,50,39
18576,23,4,166527,15,4,4,3,3,0,0,40,39
18577,42,0,109912,7,4,0,2,4,0,0,40,39
18578,30,4,210906,11,2,4,2,4,0,0,40,39
18579,38,4,405284,9,4,8,3,4,0,0,35,39
18580,28,4,138269,11,4,3,1,4,0,0,40,39
18581,19,4,25429,2,4,8,3,4,0,0,20,39
18582,45,4,231672,11,2,7,0,2,0,0,40,39
18583,26,4,258550,9,4,1,3,4,0,0,40,39
18584,33,4,268147,6,4,12,4,4,0,0,40,39
18585,29,4,54411,11,4,5,1,4,0,0,50,0
18586,54,4,37289,12,2,4,5,4,0,0,55,39
18587,23,4,157951,15,4,4,1,4,0,0,50,39
